Camera velocities
0	0.0557105	0	0	0.042544	0	0	0.0782431	0	0	-0.0492718	0	0	-0.214125	0	0	0.0527437	0	
1	0.0560703	0	1	0.0429433	0	1	0.0795966	0	1	-0.0510203	0	1	-0.21363	0	1	0.0532933	0	
2	0.0570012	0	2	0.0439154	0	2	0.0812263	0	2	-0.0534744	0	2	-0.212969	0	2	0.0548091	0	
3	0.0558243	0	3	0.0424465	0	3	0.0782049	0	3	-0.0494859	0	3	-0.214141	0	3	0.0522814	0	
4	0.0564026	0	4	0.0429775	0	4	0.079529	0	4	-0.0509384	0	4	-0.213652	0	4	0.0532588	0	
5	0.0555094	0	5	0.0420312	0	5	0.0773992	0	5	-0.0477541	0	5	-0.21443	0	5	0.0510523	0	
6	0.0558481	0	6	0.0425787	0	6	0.0784536	0	6	-0.0487517	0	6	-0.214077	0	6	0.0528955	0	
7	0.056247	0	7	0.0429871	0	7	0.0796575	0	7	-0.0511088	0	7	-0.213615	0	7	0.0539622	0	
8	0.0560417	0	8	0.0427665	0	8	0.0781937	0	8	-0.0487141	0	8	-0.214156	0	8	0.0528338	0	
9	0.0566144	0	9	0.0435775	0	9	0.0801449	0	9	-0.0515653	0	9	-0.213409	0	9	0.0532032	0	
10	0.0561068	0	10	0.0427945	0	10	0.0788184	0	10	-0.0506273	0	10	-0.213921	0	10	0.0524341	0	
11	0.0548309	0	11	0.0412887	0	11	0.0758918	0	11	-0.0465548	0	11	-0.214907	0	11	0.0506632	0	
12	0.0556875	0	12	0.0421751	0	12	0.0780454	0	12	-0.0482123	0	12	-0.214225	0	12	0.0523276	0	
13	0.0574629	0	13	0.044323	0	13	0.0820254	0	13	-0.0544353	0	13	-0.212596	0	13	0.0554145	0	
14	0.0567076	0	14	0.0433777	0	14	0.0799877	0	14	-0.0508895	0	14	-0.213468	0	14	0.0535977	0	
15	0.0571441	0	15	0.0440714	0	15	0.0814998	0	15	-0.0533806	0	15	-0.212844	0	15	0.0550773	0	
16	0.056053	0	16	0.0429588	0	16	0.0788506	0	16	-0.0497798	0	16	-0.2139	0	16	0.052059	0	
17	0.0561338	0	17	0.0430953	0	17	0.0793671	0	17	-0.0513674	0	17	-0.213708	0	17	0.0530235	0	
18	0.0557789	0	18	0.0428671	0	18	0.0785098	0	18	-0.0497232	0	18	-0.214024	0	18	0.0523835	0	
19	0.0557401	0	19	0.0426559	0	19	0.0780556	0	19	-0.0486163	0	19	-0.214176	0	19	0.0522462	0	
20	0.0567441	0	20	0.0433755	0	20	0.0801063	0	20	-0.0523366	0	20	-0.213415	0	20	0.0539304	0	
21	0.0565729	0	21	0.043483	0	21	0.080758	0	21	-0.0533454	0	21	-0.213186	0	21	0.0533672	0	
22	0.0572434	0	22	0.0439969	0	22	0.081425	0	22	-0.0535424	0	22	-0.212876	0	22	0.054268	0	
23	0.0559282	0	23	0.0424005	0	23	0.078269	0	23	-0.0496511	0	23	-0.214124	0	23	0.0524479	0	
24	0.056877	0	24	0.0437446	0	24	0.0805639	0	24	-0.0522413	0	24	-0.213249	0	24	0.0543346	0	
25	0.0556713	0	25	0.0426968	0	25	0.0790112	0	25	-0.049969	0	25	-0.21384	0	25	0.0535411	0	
26	0.0575047	0	26	0.0445555	0	26	0.0825795	0	26	-0.0553608	0	26	-0.212382	0	26	0.0560895	0	
27	0.055494	0	27	0.0422574	0	27	0.0772263	0	27	-0.0479792	0	27	-0.214461	0	27	0.0510703	0	
28	0.0558118	0	28	0.0425278	0	28	0.078108	0	28	-0.0489756	0	28	-0.214181	0	28	0.0525934	0	
29	0.0565364	0	29	0.0431911	0	29	0.0795904	0	29	-0.0520028	0	29	-0.213629	0	29	0.0537311	0	
30	0.0566029	0	30	0.0432207	0	30	0.0799876	0	30	-0.0503199	0	30	-0.213491	0	30	0.0542692	0	
31	0.0568687	0	31	0.0436738	0	31	0.0812056	0	31	-0.0539952	0	31	-0.212984	0	31	0.0549837	0	
32	0.056973	0	32	0.0439527	0	32	0.0810087	0	32	-0.0523378	0	32	-0.213066	0	32	0.0555339	0	
33	0.0563984	0	33	0.0433555	0	33	0.0800119	0	33	-0.0521983	0	33	-0.213447	0	33	0.0540271	0	
34	0.0556504	0	34	0.0422107	0	34	0.0777156	0	34	-0.0482968	0	34	-0.214324	0	34	0.0521789	0	
